Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,Price
4,h,Housell,29-04-2017,9.2,28004,4.0,3.0,2.0,627.0,213,1970.0,Chamartín,7809,1725000
2,u,Inmobiliaria Habita2,29-04-2017,13.0,28021,2.0,1.0,1.0,50.0,115,2006.0,Moncloa-Aravaca,6795,725000
2,u,Look & Find,29-04-2017,13.9,28024,2.0,1.0,1.0,1026.0,68.11,1970.0,Cuzco,10969,535000
3,h,Donpiso,29-04-2017,13.9,28032,3.0,1.0,2.0,733.0,,,Chamartín,10969,1640000
3,u,Inmobiliaria MetroCuadrado,29-04-2017,13.9,28008,3.0,1.0,1.0,289.0,,,Latina,10969,809000
3,h,Inmobiliaria Proincasa,29-04-2017,13.9,28027,3.0,1.0,2.0,689.0,,,Salamanca,10969,1510000
4,t,Gilmar,29-04-2017,13.9,28008,,,,,,,Carabanchel,10969,1210000
4,t,Inmobiliaria Activa,29-04-2017,13.9,28007,,,,,,,Embajadores,10969,1275000
4,h,Inmobiliaria NuevaVida,29-04-2017,13.9,28010,4.0,1.0,2.0,587.0,161,1950.0,Embajadores,10969,1292000
3,h,Inmobiliaria La Playa,29-04-2017,13.9,28030,3.0,1.0,2.0,589.0,158,,Vicálvaro,10969,1165000
3,h,Alfa Inmobiliaria,29-04-2017,13.9,28031,3.0,2.0,2.0,557.0,119,1960.0,Chamartín,10969,959000
3,t,Gilmar,29-04-2017,13.9,28019,,,,,,,Cuzco,10969,965000
3,h,Engel & Völkers,29-04-2017,13.9,28014,3.0,1.0,1.0,612.0,,,Retiro,10969,1251000
3,h,Vivienda2,29-04-2017,13.9,28032,3.0,3.0,2.0,604.0,,1960.0,Moratalaz,10969,1205000
3,h,Inmobiliaria Zome,29-04-2017,10.8,28032,3.0,1.0,3.0,586.0,,,Puente de Vallecas,3589,730000
4,h,Inmobiliaria Soluciones,29-04-2017,11.2,28026,4.0,3.0,2.0,263.0,,2005.0,Ciudad Universitaria,10579,2550000
2,t,Inmobiliaria Grupo Fincasa,29-04-2017,11.2,28032,2.0,1.0,1.0,238.0,,,Chamberí,10579,1470000
4,t,Redpiso,29-04-2017,10.7,28017,4.0,3.0,2.0,312.0,118,1950.0,Lavapiés,6938,1700000
5,h,Inmobiliaria Activa,29-04-2017,10.7,28010,5.0,3.0,2.0,583.0,271,2009.0,Chueca,6938,1900000
3,t,Inmobiliaria Gicoc,29-04-2017,10.7,28025,3.0,2.0,1.0,119.0,160,2000.0,Latina,6938,972000
4,h,Inmobiliaria Don Piso,29-04-2017,5.2,28002,4.0,2.0,4.0,670.0,,,Usera,11918,1650000
2,u,Inmobiliaria La Playa,29-04-2017,5.2,28005,,,,,,,San Blas-Canillejas,11918,600000
3,h,Inmobiliaria Novo,29-04-2017,5.2,28029,3.0,1.0,1.0,408.0,,,Puente de Vallecas,11918,1440000
2,h,Inmobiliaria Novo,29-04-2017,5.2,28019,2.0,1.0,0.0,1328.0,,1880.0,Arganzuela,11918,955000
2,u,Vivienda2,29-04-2017,4.5,28017,,,,,,,Paseo de la Castellana,5533,432000
3,h,Housell,29-04-2017,5.9,28028,3.0,1.0,2.0,683.0,,,Embajadores,7082,1200000
2,h,Gilmar,29-04-2017,5.9,28001,2.0,1.0,1.0,50.0,59,1970.0,Chamberí,7082,545000
1,h,Inmobiliaria Tecnorete,29-04-2017,5.9,28015,,,,,,,Moncloa-Aravaca,7082,327500
4,h,Inmobiliaria MetroCuadrado,29-04-2017,5.9,28004,4.0,2.0,2.0,518.0,160,1980.0,Malasaña,7082,1205000
4,h,Inmobiliaria Grupo Fincasa,29-04-2017,11.8,28020,,,,,,,Villa de Vallecas,4480,1320000
4,h,Idealista,29-04-2017,11.7,28019,4.0,2.0,1.0,863.0,165,1940.0,Embajadores,5678,1601000
5,h,Inmobiliaria NuevaVida,29-04-2017,11.7,28028,5.0,1.0,2.0,633.0,182,1960.0,Lavapiés,5678,1225000
3,u,Gilmar,29-04-2017,7.8,28016,3.0,1.0,1.0,112.0,85,1960.0,Barajas,8920,835000
5,h,Inmobiliaria Don Piso,29-04-2017,3.2,28022,5.0,3.0,2.0,268.0,,,Centro,3106,2450000
3,u,Alfa Inmobiliaria,29-04-2017,11.4,28007,3.0,1.0,1.0,50.0,84,1965.0,Puente de Vallecas,7822,577000
1,u,Donpiso,29-04-2017,8.9,28017,,,,,,,Usera,2379,300000
2,u,Idealista,29-04-2017,8.1,28007,2.0,2.0,1.0,50.0,85,2011.0,La Latina,6923,742500
2,h,Inmobiliaria Habita2,29-04-2017,9.3,28031,2.0,1.0,2.0,311.0,,,Lavapiés,5051,997000
2,u,Inmobiliaria MetroCuadrado,29-04-2017,9.3,28007,2.0,1.0,1.0,50.0,61,1960.0,Chueca,5051,490000
2,h,Inmobiliaria Gicoc,29-04-2017,3.4,28028,2.0,1.0,1.0,118.0,,,Fuencarral-El Pardo,2954,1650000
3,h,Inmobiliaria Barreras,29-04-2017,7.8,28005,3.0,1.0,3.0,414.0,153.1,1930.0,Salamanca,11204,990000
6,h,Inmobiliaria La Playa,29-04-2017,7.8,28006,6.0,3.0,4.0,768.0,285,1997.0,Cuzco,11204,1455000
3,h,Look & Find,29-04-2017,7.8,28026,3.0,2.0,2.0,500.0,148,1900.0,Arganzuela,11204,1250000
3,h,Remax,29-04-2017,7.8,28017,3.0,1.0,1.0,160.0,120,,Retiro,11204,710000
5,h,Housell,29-04-2017,7.8,28014,5.0,3.0,2.0,635.0,108,1920.0,Retiro,11204,1790000
2,u,Inmobiliaria Tecnorete,29-04-2017,7.8,28014,2.0,1.0,1.0,136.0,81,1975.0,Barajas,11204,650000
3,h,Inmobiliaria MetroCuadrado,29-04-2017,7.8,28004,,,,,,,Barajas,11204,1410000
3,t,Inmobiliaria Bankia,29-04-2017,7.8,28004,3.0,2.0,2.0,531.0,112,2016.0,Carabanchel,11204,720000
3,t,Look & Find,29-04-2017,7.8,28019,3.0,2.0,2.0,531.0,112,2016.0,Salamanca,11204,720000
3,h,Inmobiliaria Barreras,29-04-2017,9.2,28007,,,,,,,Arganzuela,3445,761000
4,h,Housell,29-04-2017,9.2,28032,,,,,,,Chamberí,3445,968000
3,h,Inmobiliaria Interlar,29-04-2017,13.9,28031,3.0,2.0,2.0,820.0,,,Cuzco,9028,1700000
3,h,Inmobiliaria Fincas Asesoria,29-04-2017,13.9,28031,3.0,1.0,1.0,814.0,120,1965.0,Puente de Vallecas,9028,1355000
4,h,Inmobiliaria Zome,29-04-2017,13.9,28016,4.0,2.0,2.0,814.0,,,Salamanca,9028,1880000
4,h,Inmobiliaria Zome,29-04-2017,13.9,28010,4.0,3.0,2.0,647.0,,,Fuencarral-El Pardo,9028,1545000
4,h,Remax,29-04-2017,13.9,28011,4.0,2.0,2.0,1033.0,,,Barajas,9028,1955000
2,u,Engel & Völkers,29-04-2017,13.9,28031,,,,,,,Chueca,9028,655000
1,u,Remax,29-04-2017,8.0,28014,1.0,1.0,1.0,62.0,53,1960.0,Hortaleza,9264,426500
2,u,Inmobiliaria Grupo Fincasa,29-04-2017,12.4,28030,2.0,1.0,1.0,196.0,,,Embajadores,5070,445000
3,h,Inmobiliaria Proincasa,29-04-2017,12.4,28018,3.0,1.0,2.0,638.0,,,Ciudad Universitaria,5070,730000
3,t,Inmobiliaria Proincasa,29-04-2017,12.4,28018,,,,,,,Ciudad Universitaria,5070,600000
2,h,Inmobiliaria Proincasa,29-04-2017,12.4,28010,2.0,1.0,2.0,606.0,,,Ciudad Universitaria,5070,725000
3,h,Inmobiliaria Interlar,29-04-2017,12.4,28020,3.0,1.0,1.0,540.0,,,Embajadores,5070,668000
2,u,Look & Find,29-04-2017,12.4,28002,2.0,1.0,1.0,50.0,67,1970.0,Ciudad Universitaria,5070,328000
3,t,Inmobiliaria Fincas Asesoria,29-04-2017,12.4,28008,3.0,3.0,3.0,247.0,103,2011.0,Retiro,5070,543500
2,h,Gilmar,29-04-2017,3.5,28032,2.0,1.0,0.0,192.0,85.2,1910.0,Moratalaz,6244,1055000
1,h,Donpiso,29-04-2017,3.5,28021,1.0,1.0,0.0,138.0,,,Cuzco,6244,950000
2,h,Inmobiliaria Proincasa,29-04-2017,4.4,28011,2.0,1.0,0.0,209.0,75,1890.0,Lavapiés,3593,1060000
3,h,Inmobiliaria Soluciones,29-04-2017,4.4,28005,3.0,1.0,0.0,143.0,136,1890.0,Embajadores,3593,917000
2,h,Donpiso,29-04-2017,6.4,28017,2.0,1.0,0.0,172.0,80,1900.0,Puente de Vallecas,7570,882000
3,h,Inmobiliaria Fincas Asesoria,29-04-2017,6.4,28007,3.0,1.0,2.0,272.0,106,1920.0,Carabanchel,7570,895000
2,u,Idealista,29-04-2017,10.4,28016,,,,,,,Salamanca,2403,770000
2,u,Inmobiliaria Grupo Fincasa,29-04-2017,9.2,28018,2.0,1.0,1.0,157.0,97,1970.0,Lavapiés,10412,910000
3,t,Inmobiliaria MetroCuadrado,29-04-2017,9.2,28019,3.0,2.0,2.0,184.0,,,Puente de Vallecas,10412,1315000
3,u,Vivienda2,29-04-2017,13.0,28017,3.0,2.0,2.0,50.0,118,2009.0,Centro,8870,590000
3,t,Inmobiliaria Soluciones,29-04-2017,13.0,28001,3.0,2.0,2.0,243.0,133,2014.0,Malasaña,8870,680000
3,h,Inmobiliaria Bankia,29-04-2017,13.0,28026,,,,,,,Carabanchel,8870,640000
3,h,Inmobiliaria Interlar,29-04-2017,13.0,28019,3.0,1.0,2.0,666.0,176,1960.0,Carabanchel,8870,935000
3,t,Gilmar,29-04-2017,13.0,28016,3.0,2.0,3.0,300.0,,2013.0,Salamanca,8870,720000
3,t,Vivienda2,29-04-2017,12.1,28004,3.0,2.0,1.0,240.0,,,Hortaleza,2606,630000
2,u,Vivienda2,29-04-2017,13.7,28007,2.0,1.0,1.0,90.0,90,1962.0,Usera,5454,860000
3,h,Inmobiliaria Novo,29-04-2017,13.7,28004,3.0,1.0,2.0,251.0,,,Chueca,5454,1475000
2,h,Engel & Völkers,29-04-2017,13.7,28014,2.0,1.0,2.0,171.0,,,Barajas,5454,840000
2,t,Donpiso,29-04-2017,14.5,28001,,,,,,,Villa de Vallecas,2356,1150000
2,u,Inmobiliaria MetroCuadrado,29-04-2017,14.5,28022,,,,,,,Moratalaz,2356,1175000
2,u,Engel & Völkers,29-04-2017,7.5,28024,2.0,1.0,2.0,50.0,64,1970.0,La Latina,6482,555000
2,u,Inmobiliaria Fincas Asesoria,29-04-2017,7.5,28026,2.0,1.0,1.0,50.0,,,Fuencarral-El Pardo,6482,532000
3,h,Housell,29-04-2017,10.6,28024,,,,,,,Villaverde,2890,870000
3,u,Inmobiliaria Zome,29-04-2017,10.5,28012,3.0,2.0,1.0,50.0,123,2015.0,Villaverde,2947,630000
4,h,Look & Find,29-04-2017,9.4,28001,4.0,1.0,2.0,585.0,,,Cuzco,2674,725000
2,h,Idealista,29-04-2017,13.0,28015,2.0,1.0,2.0,795.0,,,Chueca,3145,720000
3,t,Donpiso,29-04-2017,7.9,28012,3.0,0.0,0.0,219.0,,1980.0,Villaverde,5549,1060000
4,h,Remax,29-04-2017,15.0,28029,4.0,2.0,2.0,658.0,198,1980.0,Villaverde,1202,646000
3,h,Inmobiliaria Interlar,29-04-2017,15.0,28006,3.0,1.0,2.0,557.0,,,Arganzuela,1202,570000
2,t,Inmobiliaria Habita2,29-04-2017,12.8,28015,2.0,2.0,2.0,55.0,,,La Latina,5629,570000
4,h,Donpiso,29-04-2017,12.8,28031,4.0,2.0,2.0,814.0,,,Embajadores,5629,885000
4,h,Inmobiliaria Habita2,29-04-2017,7.5,28030,,,,,,,Arganzuela,2671,2480000
5,h,Inmobiliaria Activa,29-04-2017,7.5,28007,,,,,,,Chamberí,2671,2756000
3,h,Redpiso,29-04-2017,7.8,28015,3.0,1.0,3.0,555.0,168,1940.0,Villaverde,1808,860000
4,t,Idealista,29-04-2017,9.2,28029,4.0,2.0,2.0,294.0,194,,Retiro,3873,838000
3,h,Inmobiliaria Gicoc,29-04-2017,9.2,28012,3.0,1.0,2.0,660.0,88,1955.0,Paseo de la Castellana,3873,930000
1,u,Inmobiliaria La Playa,29-04-2017,7.4,28022,,,,,,,Moratalaz,4675,400000
2,h,Donpiso,29-04-2017,7.4,28025,,,,,,,Usera,4675,2245000
3,h,Housell,29-04-2017,11.2,28028,3.0,1.0,2.0,446.0,134,1980.0,Ciudad Lineal,8801,1220000
4,h,Inmobiliaria Interlar,29-04-2017,11.2,28029,4.0,2.0,2.0,559.0,,,Chamberí,8801,1465000
5,h,Inmobiliaria Interlar,29-04-2017,8.7,28017,5.0,3.0,2.0,601.0,274,2001.0,Ciudad Universitaria,4918,1620000
4,h,Look & Find,29-04-2017,8.7,28001,4.0,3.0,2.0,224.0,205,2015.0,Villaverde,4918,1190000
3,u,Redpiso,29-04-2017,2.8,28005,3.0,3.0,2.0,50.0,,,Moratalaz,17496,1175000
2,u,Inmobiliaria Gicoc,29-04-2017,2.8,28015,,,,,,,Ciudad Universitaria,17496,1236000
3,u,Inmobiliaria Zome,29-04-2017,2.8,28004,,,,,,,San Blas-Canillejas,17496,730000
4,h,Look & Find,29-04-2017,11.8,28015,4.0,2.0,2.0,636.0,,1920.0,Ciudad Lineal,2079,2365000
2,u,Inmobiliaria Interlar,29-04-2017,11.8,28008,,,,,,,La Latina,2079,651500
2,u,Inmobiliaria Interlar,29-04-2017,6.9,28013,2.0,2.0,1.0,50.0,82,2004.0,Ciudad Universitaria,6232,542000
3,h,Inmobiliaria Proincasa,29-04-2017,6.9,28023,3.0,2.0,2.0,275.0,106,1880.0,Usera,6232,1240000
4,h,Inmobiliaria Barreras,29-04-2017,6.9,28021,4.0,2.0,3.0,431.0,246,1910.0,Paseo de la Castellana,6232,955000
4,h,Inmobiliaria Soluciones,29-04-2017,6.9,28001,,,,,,,Tetuán,6232,1680000
3,t,Remax,29-04-2017,6.9,28022,3.0,3.0,2.0,256.0,,,Embajadores,6232,1410000
2,u,Alfa Inmobiliaria,29-04-2017,12.1,28014,2.0,2.0,1.0,50.0,75,2013.0,Moratalaz,4442,586000
2,u,Inmobiliaria Grupo Fincasa,29-04-2017,12.1,28010,2.0,1.0,2.0,308.0,,2008.0,Usera,4442,926000
4,h,Alfa Inmobiliaria,29-04-2017,8.4,28014,4.0,2.0,3.0,580.0,222,1890.0,Chamberí,5498,2337000
3,h,Gilmar,29-04-2017,8.4,28002,3.0,1.0,3.0,752.0,,,Retiro,5498,1370000
2,h,Inmobiliaria MetroCuadrado,29-04-2017,8.4,28016,2.0,1.0,3.0,480.0,,,La Latina,5498,1070000
3,h,Inmobiliaria Gicoc,29-04-2017,8.4,28026,3.0,1.0,0.0,452.0,146,1950.0,Villaverde,5498,1075000
3,h,Inmobiliaria Fincas Asesoria,29-04-2017,8.4,28005,3.0,1.0,6.0,761.0,,,Moratalaz,5498,1100000
3,t,Housell,29-04-2017,11.2,28026,3.0,2.0,2.0,202.0,151,2015.0,Embajadores,2291,800000
3,h,Inmobiliaria Habita2,29-04-2017,11.2,28013,3.0,1.0,1.0,650.0,,,Latina,2291,1450000
3,u,Inmobiliaria Interlar,29-04-2017,11.2,28024,3.0,1.0,1.0,1218.0,94,2012.0,Arganzuela,2291,500000
1,h,Tecnocasa,29-04-2017,11.2,28019,1.0,1.0,0.0,649.0,,,Villa de Vallecas,2291,1405000
2,h,Inmobiliaria Interlar,29-04-2017,5.5,28002,2.0,1.0,1.0,181.0,85,1925.0,Chueca,11364,1050000
2,h,Vivienda2,29-04-2017,5.5,28012,2.0,1.0,0.0,259.0,,,Ciudad Lineal,11364,1290000
2,u,Remax,29-04-2017,5.5,28011,2.0,1.0,1.0,1000.0,,,Ciudad Lineal,11364,471250
3,h,Inmobiliaria Grupo Fincasa,29-04-2017,5.5,28010,3.0,1.0,1.0,534.0,127,1960.0,Malasaña,11364,1235000
4,h,Inmobiliaria Fincas Asesoria,29-04-2017,11.5,28007,4.0,2.0,3.0,568.0,,,Fuencarral-El Pardo,2651,1250000
3,u,Vivienda2,29-04-2017,11.5,28023,3.0,1.0,1.0,50.0,94,1998.0,Centro,2651,648000
4,h,Inmobiliaria Novo,29-04-2017,14.0,28032,4.0,3.0,4.0,691.0,213,1950.0,Chueca,3224,1600000
4,h,Century 21,29-04-2017,14.0,28014,4.0,2.0,2.0,598.0,222,1900.0,Barajas,3224,1840000
3,h,Vivienda2,29-04-2017,14.0,28019,,,,,,,Retiro,3224,1580000
1,u,Inmobiliaria Don Piso,29-04-2017,11.8,28018,1.0,1.0,1.0,50.0,,,Ciudad Lineal,3578,311500
3,t,Inmobiliaria Tecnorete,29-04-2017,9.9,28031,,,,,,,Arganzuela,7485,600000
2,t,Inmobiliaria Grupo Fincasa,29-04-2017,9.9,28028,,,,,,,Lavapiés,7485,600000
3,t,Gilmar,29-04-2017,9.9,28022,,,,,,,Embajadores,7485,690000
5,h,Inmobiliaria La Playa,29-04-2017,9.9,28002,5.0,2.0,2.0,706.0,166,1950.0,Malasaña,7485,958000
3,h,Alfa Inmobiliaria,29-04-2017,9.9,28002,3.0,1.0,1.0,603.0,,,Chueca,7485,770000
2,u,Inmobiliaria Interlar,29-04-2017,3.8,28010,2.0,2.0,1.0,50.0,,,Malasaña,8648,1110000
2,u,Inmobiliaria Gicoc,29-04-2017,3.8,28021,2.0,2.0,2.0,50.0,,,Carabanchel,8648,2250000
4,h,Alfa Inmobiliaria,29-04-2017,3.8,28027,4.0,3.0,2.0,317.0,156,1900.0,Villa de Vallecas,8648,2700000
4,h,Inmobiliaria Bankia,29-04-2017,3.8,28006,4.0,1.0,1.0,190.0,,,Chamartín,8648,1375000
4,h,Inmobiliaria Habita2,29-04-2017,3.8,28027,,,,,,,Malasaña,8648,1805000
2,u,Alfa Inmobiliaria,29-04-2017,3.8,28013,2.0,1.0,1.0,50.0,61,2005.0,Moratalaz,8648,600000
2,u,Inmobiliaria Gicoc,29-04-2017,3.8,28010,2.0,2.0,2.0,21715.0,99,2005.0,Arganzuela,8648,1030000
2,h,Inmobiliaria Barreras,29-04-2017,4.5,28016,,,,,,,Hortaleza,7717,1388000
3,h,Inmobiliaria Habita2,29-04-2017,4.5,28027,3.0,1.0,0.0,249.0,,,La Latina,7717,880000
2,u,Inmobiliaria La Playa,29-04-2017,4.5,28013,2.0,1.0,1.0,50.0,,,Cuzco,7717,475000
2,u,Idealista,29-04-2017,4.5,28012,2.0,1.0,1.0,50.0,,,Malasaña,7717,888000
3,h,Inmobiliaria Soluciones,29-04-2017,8.8,28011,3.0,1.0,2.0,581.0,90,1960.0,Centro,14577,690000
2,h,Gilmar,29-04-2017,8.8,28005,,,,,,,Ciudad Universitaria,14577,620000
2,h,Remax,29-04-2017,8.8,28017,2.0,1.0,1.0,319.0,,1955.0,Cuzco,14577,630000
3,h,Idealista,29-04-2017,8.8,28024,3.0,2.0,4.0,637.0,124,1950.0,Embajadores,14577,1100000
3,h,Inmobiliaria Bankia,29-04-2017,8.8,28028,3.0,1.0,2.0,575.0,,,Centro,14577,1055000
2,u,Inmobiliaria NuevaVida,29-04-2017,8.8,28025,2.0,1.0,2.0,196.0,,,Hortaleza,14577,560000
1,u,Idealista,29-04-2017,8.8,28031,1.0,1.0,1.0,896.0,65,2011.0,San Blas-Canillejas,14577,385000
5,h,Century 21,29-04-2017,11.2,28032,,,,,,,Malasaña,21650,1075000
3,h,Gilmar,29-04-2017,11.2,28015,,,,,,,Fuencarral-El Pardo,21650,643500
2,h,Inmobiliaria Don Piso,29-04-2017,11.2,28020,2.0,2.0,1.0,715.0,,,Barajas,21650,1025000
2,u,Inmobiliaria NuevaVida,29-04-2017,2.6,28032,2.0,2.0,1.0,3512.0,,2011.0,Moratalaz,14949,630000
2,h,Inmobiliaria Habita2,29-04-2017,2.6,28002,2.0,1.0,0.0,178.0,,,Moratalaz,14949,1210000
1,h,Inmobiliaria Grupo Fincasa,29-04-2017,2.6,28022,1.0,1.0,0.0,126.0,77,1900.0,Chamberí,14949,911000
3,h,Inmobiliaria Proincasa,29-04-2017,2.6,28006,3.0,1.0,1.0,318.0,,,Retiro,14949,1590000
2,u,Inmobiliaria MetroCuadrado,29-04-2017,11.4,28008,2.0,1.0,1.0,190.0,105,1980.0,Vicálvaro,3540,615000
3,h,Inmobiliaria Interlar,29-04-2017,11.4,28015,3.0,2.0,2.0,581.0,,,Arganzuela,3540,940000
3,t,Inmobiliaria Tecnorete,29-04-2017,11.4,28015,,,,,,,La Latina,3540,800000
3,u,Inmobiliaria Tecnorete,29-04-2017,2.1,28021,3.0,2.0,2.0,50.0,150,2001.0,Moncloa-Aravaca,5943,710000
3,u,Remax,29-04-2017,2.1,28007,,,,,,,Embajadores,5943,1150000
2,t,Vivienda2,29-04-2017,3.3,28019,2.0,2.0,2.0,,,,La Latina,14887,880000
1,u,Alfa Inmobiliaria,29-04-2017,3.3,28018,1.0,1.0,0.0,775.0,46,1960.0,Retiro,14887,390500
3,u,Engel & Völkers,29-04-2017,3.3,28024,3.0,2.0,2.0,3197.0,,,Retiro,14887,2050000
2,u,Alfa Inmobiliaria,29-04-2017,3.3,28022,2.0,1.0,2.0,50.0,,,Embajadores,14887,595000
2,u,Inmobiliaria Don Piso,29-04-2017,6.1,28029,2.0,1.0,1.0,68.0,,,Lavapiés,13240,902000
3,u,Housell,29-04-2017,6.1,28031,3.0,1.0,1.0,460.0,140,1955.0,Chamartín,13240,1190000
2,h,Inmobiliaria MetroCuadrado,29-04-2017,6.1,28032,2.0,1.0,0.0,190.0,,,Embajadores,13240,920000
2,u,Inmobiliaria Bankia,29-04-2017,6.1,28015,2.0,1.0,1.0,50.0,54,2004.0,Malasaña,13240,482000
4,h,Inmobiliaria Novo,29-04-2017,6.1,28015,4.0,2.0,1.0,297.0,,,La Latina,13240,2260000
3,h,Inmobiliaria Activa,29-04-2017,12.6,28021,3.0,1.0,0.0,483.0,93.84,1950.0,Ciudad Universitaria,3755,710000
3,h,Inmobiliaria Barreras,29-04-2017,12.6,28008,3.0,1.0,1.0,462.0,108,1930.0,Puente de Vallecas,3755,840000
3,h,Inmobiliaria Interlar,29-04-2017,12.6,28027,3.0,2.0,2.0,660.0,,,Fuencarral-El Pardo,3755,660000
3,h,Inmobiliaria Grupo Fincasa,29-04-2017,12.6,28007,3.0,1.0,1.0,485.0,,,Villa de Vallecas,3755,692000
4,h,Inmobiliaria NuevaVida,29-04-2017,13.3,28013,4.0,1.0,2.0,665.0,147,1980.0,Centro,4217,775000
3,h,Gilmar,29-04-2017,13.3,28014,,,,,,,Fuencarral-El Pardo,4217,571000
3,h,Inmobiliaria Don Piso,29-04-2017,13.3,28005,3.0,1.0,1.0,546.0,145,1960.0,Moncloa-Aravaca,4217,490000
3,t,Inmobiliaria NuevaVida,29-04-2017,13.5,28032,3.0,3.0,2.0,134.0,124.45,2008.0,Chamartín,6763,521000
3,h,Inmobiliaria Tecnorete,29-04-2017,13.5,28002,3.0,1.0,1.0,757.0,100,1950.0,La Latina,6763,571000
2,u,Idealista,29-04-2017,13.5,28007,,,,,,,Tetuán,6763,270000
3,h,Inmobiliaria Bankia,29-04-2017,13.5,28026,3.0,1.0,4.0,990.0,,,La Latina,6763,710000
4,h,Inmobiliaria Activa,29-04-2017,11.2,28027,4.0,3.0,2.0,773.0,300,1900.0,Chueca,5457,2370000
5,h,Inmobiliaria Bankia,29-04-2017,13.8,28021,5.0,4.0,2.0,501.0,,,Barajas,5420,1775000
4,h,Donpiso,29-04-2017,13.8,28013,,,,,,,Lavapiés,5420,1611000
3,t,Donpiso,29-04-2017,13.8,28001,,,,,,,Centro,5420,975000
3,u,Inmobiliaria Activa,29-04-2017,6.5,28014,3.0,1.0,2.0,242.0,117,1995.0,Puente de Vallecas,8870,880000
2,t,Engel & Völkers,29-04-2017,6.5,28006,2.0,2.0,2.0,158.0,133,2007.0,Vicálvaro,8870,960000
2,u,Inmobiliaria NuevaVida,29-04-2017,6.5,28017,,,,,,,Moratalaz,8870,421000
2,h,Gilmar,29-04-2017,6.5,28011,2.0,1.0,0.0,317.0,96,1910.0,Vicálvaro,8870,1260000
2,h,Remax,29-04-2017,6.5,28031,3.0,1.0,1.0,330.0,132,1930.0,Salamanca,8870,1100000
3,h,Inmobiliaria Tecnorete,29-04-2017,14.9,28015,3.0,1.0,2.0,775.0,,,Paseo de la Castellana,2329,895000
1,u,Inmobiliaria Soluciones,29-04-2017,8.2,28024,1.0,1.0,1.0,50.0,,,Tetuán,5058,185000
4,h,Inmobiliaria Grupo Fincasa,29-04-2017,8.0,28013,4.0,3.0,2.0,183.0,191,2006.0,Tetuán,6380,1200000
3,h,Remax,29-04-2017,8.0,28023,3.0,2.0,2.0,184.0,,,Latina,6380,1330000
4,h,Remax,29-04-2017,8.0,28022,4.0,3.0,2.0,450.0,,,Centro,6380,1500000
4,h,Inmobiliaria Zome,29-04-2017,8.0,28028,4.0,2.0,2.0,260.0,,,Malasaña,6380,1630000
3,h,Gilmar,29-04-2017,7.0,28027,3.0,3.0,2.0,305.0,220,2007.0,Embajadores,6543,1425000
3,h,Redpiso,29-04-2017,7.0,28026,3.0,1.0,2.0,189.0,85,1920.0,La Latina,6543,872500
4,h,Inmobiliaria Grupo Fincasa,29-04-2017,7.0,28017,4.0,1.0,1.0,328.0,140,1920.0,Barajas,6543,1455000
1,u,Inmobiliaria La Playa,29-04-2017,7.0,28016,1.0,1.0,1.0,50.0,54,1970.0,Embajadores,6543,331000
3,h,Inmobiliaria Zome,29-04-2017,7.0,28008,3.0,2.0,2.0,287.0,210.68,2002.0,Vicálvaro,6543,950000
2,h,Inmobiliaria Soluciones,29-04-2017,2.5,28015,2.0,1.0,0.0,129.0,128,1890.0,Tetuán,4019,1050000
2,h,Vivienda2,29-04-2017,2.5,28019,2.0,1.0,1.0,249.0,98,1940.0,Paseo de la Castellana,4019,1242000
3,h,Vivienda2,29-04-2017,2.5,28017,3.0,2.0,0.0,92.0,114,1888.0,Arganzuela,4019,1165000
3,h,Inmobiliaria Tecnorete,29-04-2017,13.5,28032,,,,,,,Carabanchel,3464,905000
3,h,Inmobiliaria Fincas Asesoria,29-04-2017,13.5,28023,3.0,1.0,1.0,841.0,,,Hortaleza,3464,985000
3,h,Tecnocasa,29-04-2017,13.5,28004,3.0,1.0,1.0,488.0,217,1960.0,Retiro,3464,510000
2,u,Inmobiliaria MetroCuadrado,29-04-2017,13.5,28011,2.0,1.0,1.0,128.0,92,2009.0,Moncloa-Aravaca,3464,480000
3,t,Alfa Inmobiliaria,29-04-2017,13.5,28032,,,,,,,Chamberí,3464,723000
3,h,Inmobiliaria NuevaVida,29-04-2017,13.8,28001,3.0,1.0,2.0,700.0,,,Centro,5301,1165000
4,h,Inmobiliaria Tecnorete,29-04-2017,13.8,28019,3.0,1.0,2.0,725.0,,,Vicálvaro,5301,1295000
4,h,Tecnocasa,29-04-2017,11.0,28027,4.0,2.0,2.0,705.0,,,Tetuán,3052,2085000
3,h,Look & Find,29-04-2017,9.7,28029,,,,,,,La Latina,5682,1525000
1,u,Century 21,29-04-2017,1.8,28005,1.0,1.0,1.0,50.0,51,2009.0,San Blas-Canillejas,6786,490000
2,u,Inmobiliaria Gicoc,29-04-2017,1.8,28006,2.0,1.0,1.0,4076.0,,,Ciudad Lineal,6786,500000
5,h,Inmobiliaria Gicoc,29-04-2017,10.3,28028,5.0,3.0,2.0,1001.0,,1930.0,Vicálvaro,1651,2710000
2,u,Inmobiliaria Activa,29-04-2017,8.5,28029,2.0,1.0,1.0,50.0,,,Fuencarral-El Pardo,4898,595000
2,u,Inmobiliaria Proincasa,29-04-2017,8.5,28025,2.0,1.0,1.0,50.0,76,1968.0,Usera,4898,632500
